,Name,Description,Designation,Latitude,Longitude,States,Type,Free,Cost
,Potomac Heritage National Trail,"Following the Potomac River and its tributaries across the Mid-Atlantic region, the Potomac Heritage National Scenic Trail weaves together natural landscapes, historic corridors, and cultural sites connected to the nation’s early history. The trail network State Parkans parts of Pennsylvania, Maryland, Virginia, and the District of Columbia, linking river valleys, canal towpaths, forested ridges, wetlands, and rural countryside. It highlights themes of exploration, tranState Parkortation, and the growth of the young United States, while passing through areas shaped by Native American history, colonial settlement, and industry. Wildlife along the trail includes bald eagles, oState Parkreys, white-tailed deer, river otters, and migratory birds, offering opportunities for hiking, biking, paddling, and scenic exploration close to major population centers.",National Trail,39.1506013,-77.523011,"DC,MD,PA,VA",National,TRUE,0
,Poverty Point National Monument,"This prehistoric landscape in northeastern Louisiana preserves one of North America’s oldest and most remarkable earthwork complexes. Poverty Point National Monument, built between about 1700 and 1100 BCE by the Poverty Point culture, features concentric ridges surrounding a vast central plaza and several large mounds, with interpretive trails and a visitor center that bring ancient life and engineering to light.",National Monument,32.6424361,-91.408298,LA,National,TRUE,0
,President William Jefferson Clinton Birthplace Home National Historic Site,"This site preserves the modest frame house where President William Jefferson Clinton was born in Hope, Arkansas. The Clinton Birthplace Home National Historic Site centers on the birthplace home and a nearby visitor center with exhibits about Clinton's early life, family, and beginnings of public service. Through interpretive programs and educational exhibits, visitors learn how a small-town upbringing in rural Arkansas helped shape the 42nd president.",National Historic Site,33.6675836,-93.596419,AR,National,TRUE,0
,Presidio of San Francisco,"This urban park at the northern tip of the San Francisco Peninsula is the Presidio of San Francisco, a unit of the Golden Gate National Recreation Area. Besides its preserved military sites and historic buildings, there are scenic drives and miles of backcountry hiking trails along coastal bluffs and forested hills. Wildlife includes coyotes, deer, red-tailed hawks, and harbor seals.",National Historical Park,37.797,-122.4671,CA,National,TRUE,0
,Prince William Forest Park,"Prince William Forest Park, a large, forested sanctuary just outside Washington, D.C., protects miles of rolling Virginia Piedmont hardwood forest and winding streams. The park offers extensive hiking and backcountry trails, scenic overlooks, and quiet picnic areas amid a tranquil woodland setting. Wildlife includes white-tailed deer, red foxes, gray squirrels, and a variety of birds.",National Park,38.5858911,-77.38911,VA,National,FALSE,20
,Pullman National Historical Park,"The park preserves a 19th-century planned industrial town on Chicago’s South Side, created by the Pullman Company to house workers who built luxury railroad cars. It includes the historic Pullman Factory complex, the workers’ brick housing, public buildings, and the landscaped streets laid out by Solon State Parkencer Beman, illustrating the design and social history of industrial America.",National Historical Park,41.6942916,-87.608738,IL,National,TRUE,0
,Puuhonua o Honaunau National Historical Park,"On the sunny southern coast of the Island of Hawaii, Pu'uhonua o Honaunau National Historical Park preserves a sacred Place of Refuge and the royal grounds of ancient Hawaii. Set among lava fields along a calm bay, the site features a documented heiau (temple), ceremonial platforms, and petroglyphs that tell stories of old Hawaiian laws and daily life. The coastal waters and tide pools nearby host reef fish and green sea turtles, while seabirds patrol the dramatic lava coastline.",National Historical Park,19.4126863,-155.90088,HI,National,FALSE,20
,Puukohola Heiau National Historic Site,"This coastal landscape on Hawaii's Big Island preserves Pu'ukoholā Heiau, a monumental lava-rock temple built to unite the Hawaiian Islands under King Kamehameha I. Perched above Kawaihae Bay, the complex includes the heiau, sacred ceremonial State Parkaces, and the nearby Kuamo'o battlefield that recounts royal ceremony, warfare, and Hawaii's unification. The surrounding lava fields and oceanfront offer striking views and a window into ancient Hawaiian religion, governance, and voyaging.",National Historic Site,20.0277219,-155.82116,HI,National,TRUE,0
,Rainbow Bridge National Monument,"This remote sandstone arch stands high above a desert canyon in southern Utah, a State Parkectacular natural bridge set in a stark red-rock landscape. Access is by a boat trip on Lake Powell or a strenuous hike, and visitors are treated to expansive views of slickrock benches, canyon walls, and open skies. Wildlife includes desert bighorn sheep, mule deer, coyotes, lizards, and a variety of desert birds.",National Monument,36.9943264,-111.49148,UT,National,TRUE,0
,Reconstruction Era National Historical Park,"This network of historic sites stretches across Virginia and North Carolina, preserving the Reconstruction era’s struggle for freedom, education, and citizenship. From freedpeople’s schools, churches, and meeting places to government offices and rural towns, the landscape tells how communities rebuilt governance and rights in the wake of emancipation.",National Historical Park,32.3868599,-80.651108,SC,National,TRUE,0
,Redwood National and State Parks,"Along the northern California coast, Redwood National and State Parks preserves ancient coast redwoods in a network of four units—the federally managed Redwood National Park and three state parks. The landscapes State Parkan old-growth forests, fern-filled canyons, mighty rivers, and rugged coastline with beaches and dunes, offering scenic drives and backcountry hiking opportunities. Wildlife includes Roosevelt elk, black bears, mountain lions, and seabirds along the shore, with seasonal whale migrations offshore.",National Park,41.3723727,-124.03181,CA,National,TRUE,0
,Richmond National Military Park,"This region preserves Civil War battlefields and historic landscapes around Richmond, Virginia. The park State Parkans multiple units and protects trenches, earthworks, and monuments from pivotal campaigns, including the Peninsula and PeterState Beachurg operations. Scenic drives and backcountry trails reveal rolling fields and woodlands where soldiers lived and fought, with wildlife such as white-tailed deer, foxes, and a variety of birds.",National Military Park,37.4877447,-77.291078,VA,National,TRUE,0
,Rio Grande Wild & Scenic National River,"This rugged desert river corridor in far west Texas winds through dramatic canyons carved by the Rio Grande, with sheer limestone walls rising above the water. The stretch includes Boquillas Canyon and Santa Elena Canyon, offering remote river trips, backcountry hiking, and a True wilderness experience along the border region. Wildlife includes mule deer, desert bighorn sheep, javelina, and a variety of birds and reptiles that thrive along the riparian and desert habitats.",National River,29.881,-102.3188,TX,National,FALSE,30
,National River Raisin National Military Park,"This site preserves the River Raisin battlefield in southeastern Michigan along the river that shaped the War of 1812. It commemorates the 1813 Battle of Frenchtown and the River Raisin Massacre, with preserved landscape features, monuments, and interpretive programs. Visitors can explore the battlefield via self-guided trails and ranger-led talks at the visitor center; the riverine woods and farmlands support wildlife such as white-tailed deer, beavers, foxes, and a variety of waterfowl.",National Military Park,41.9129109,-83.376205,MI,National,TRUE,0
,Rock Creek Park,"This urban oasis along Rock Creek in the nation’s capital preserves a forested valley with rolling hills and flowing creeks. Besides historic landmarks like the Old Stone House and Peirce Mill, there are miles of scenic drives and extensive hiking and biking opportunities within the city. Wildlife includes white-tailed deer, red-tailed hawks, gray foxes, and beavers.",National Park,38.9512506,-77.050028,DC,National,TRUE,0
,Rocky Mountain National Park,"This high-altitude treasure in northern Colorado features rugged peaks, alpine tundra, and deep pine-fir forests. There are scenic drives along Trail Ridge Road and numerous backcountry hiking opportunities. Wildlife includes elk, mule deer, bighorn sheep, and black bears.",National Park,40.3556924,-105.69729,CO,National,FALSE,30
,Roger Williams National Memorial,"A compact urban memorial in downtown Providence, Rhode Island, honoring Roger Williams, founder of Rhode Island and advocate for religious liberty. The site preserves a quiet green State Parkace with a statue and interpretive exhibits that tell Williams's story and his ideas about liberty of conscience, fair treatment of Native peoples, and the separation of church and state, in the heart of the city.",National Memorial,41.8298955,-71.410567,RI,National,TRUE,0
,Roosevelt Campobello International Park,"This binational park State Parkans Campobello Island in New Brunswick, Canada, and the adjacent U.S. coastline, preserving Theodore Roosevelt’s summer cottage and the island’s rugged coast, woodlands, and salt marshes. Scenic drives and networked trails offer access to the shoreline, backcountry hiking, and abundant wildlife viewing, from seabirds to harbor seals along Passamaquoddy Bay. - Roosevelt Campobello International Park",National Park,44.8736,-66.9621,ME,National,TRUE,0
,Rosie the Riveter WWII Home Front National Historical Park,"Rosie the Riveter WWII Home Front National Historical Park State Parkans several units in the San Francisco Bay Area, preserving the home-front story of World War II. In Richmond and surrounding waterfront areas you’ll find the Rosie the Riveter Memorial, historic shipyard sites, interpretive exhibits, and walking trails that bring the era to life. The park highlights the pivotal role of women workers and the community effort that powered American industry during the war.",National Historical Park,37.9099903,-122.36016,CA,National,TRUE,0
,Russell Cave National Monument,"This limestone cave and its surrounding uplands in northern Alabama preserve one of the Southeast’s most important archaeological records, documenting thousands of years of human occupation. Artifacts, hearths, and other remains reveal how Paleoindian through Woodland peoples adapted to the region’s caves and forests. The surrounding woodlands and streams support white-tailed deer, wild turkeys, foxes, and a roost of bats within the cave.",National Monument,34.9740206,-85.815603,AL,National,TRUE,0
,Sagamore Hill National Historic Site,"On the shore of Oyster Bay, Sagamore Hill National Historic Site preserves Theodore Roosevelt’s home and the surrounding landscape that helped shape his life and presidency. The site centers on the well-preserved 1880s mansion with its carriage house, set amid woodlands and views of the water, and features period rooms and Roosevelt artifacts. Ranger-guided tours and exhibits highlight Roosevelt’s family life, political career, and enduring conservation legacy at this historic landmark.",National Historic Site,40.8857913,-73.496864,NY,National,TRUE,0
,Saguaro National Park,"This desert landscape near Tucson State Parkans two units in the Sonoran Desert, protecting the iconic saguaro cactus and the rugged foothills that define southern Arizona. The park features rolling desert washes, scenic views, and miles of trails for backcountry hiking and short strolls that showcase the cactus skyline. Wildlife includes desert tortoise, javelina, mule deer, roadrunners, coyotes, and rattlesnakes.",National Park,32.2090964,-110.7575,AZ,National,FALSE,25
,Saint Croix Island International Historic Site,"This coastal island in Passamaquoddy Bay preserves a pivotal moment in North American exploration, where Samuel de Champlain attempted to establish a settlement in 1604 and first encountered the Passamaquoddy people. The site features salt marsh and rocky shoreline, a short self-guided trail with interpretive panels that tell the Champlain story, and scenic views across the Bay of Fundy’s tidal estuary.",National Historic Site,45.1285884,-67.133637,ME,National,TRUE,0
,Saint Croix National Scenic National Riverway,"Stretching along the scenic Saint Croix and Namekagon Rivers, this unit protects a pristine river corridor across Minnesota and Wisconsin with towering bluffs, mature river-bottom forests, and winding backwaters. Canoeing and kayaking are signature activities, complemented by hiking, riverbank camping, and visits to historic river towns. Wildlife includes bald eagles, oState Parkreys, beavers, river otters, white-tailed deer, and a diverse array of fish and waterfowl.",National River,45.7001924,-92.361267,"WI,MN",National,TRUE,0
,Saint Paul's Church National Historic Site,"This historic landscape in the New York metropolitan area centers on Saint Paul’s Church, a colonial-era church set within a quiet graveyard and surrounding green State Parkace. Besides the church, there are self-guided walks, cemetery tours, and seasonal interpretive programs that explore colonial life and the Revolutionary era. Wildlife includes common urban birds such as red-tailed hawks, gray squirrels, pigeons, and a variety of songbirds that nest in the mature trees.",National Historic Site,40.8928351,-73.825773,NY,National,TRUE,0
,Saint-Gaudens National Historical Park,"This region preserves the home, studios, and landscapes of American sculptor Augustus Saint-Gaudens in western New Hampshire. The Saint-Gaudens National Historical Park centers on the AState Parket estate in Cornish, featuring the artist’s house, his working studios, and formal gardens set among rolling hills and woodlands along the Connecticut River valley. Visitors can tour period rooms, view sculptures both indoors and outdoors, and enjoy miles of quiet trails that connect the historic buildings with the surrounding countryside.",National Historical Park,43.4997238,-72.37334,NH,National,FALSE,10
,Salem Maritime National Historic Site,"This historic seaport preserves Salem’s 17th- to 19th-century waterfront, where brick warehouses, cobblestone streets, and a working harbor tell the story of America's early maritime trade. Key features include the Derby Wharf, the full-scale ship Friendship of Salem, and the 1819 Custom House, which together bring to life centuries of shipbuilding, commerce, and navigation. This living landscape invites visitors to explore maritime history, architectural heritage, and Salem's enduring role as a bustling port city.",National Historic Site,42.5202453,-70.886409,MA,National,TRUE,0
,Salinas Pueblo Missions National Monument,"This region in central New Mexico consists of three units of a cultural landscape along the Salinas Basin. The Abo, Quarai, and Gran Quivira ruins preserve 17th-century mission life amid desert mesas, canyons, and piñon-juniper woodlands. Visitors can explore adobe church ruins, irrigation ditches, and backcountry trails while experiencing a landscape shaped by Puebloan and State Parkanish Colonial history. Wildlife includes mule deer, pronghorn, coyotes, roadrunners, and a variety of hawks and songbirds.",National Monument,34.354232,-106.20503,NM,National,TRUE,0
,Salt National River Bay National Historical Park and Ecological Preserve,"Salt National River Bay National Historical Park and Ecological Preserve protects a coastal estuary at the mouth of the Salt River, preserving Indigenous settlements, colonial harbor sites, and a landscape shaped by salt production and river dynamics. Habitats include mangrove forests, salt marshes, seagrass beds, tidal flats, and riverine uplands; wildlife includes sea turtles, pelicans and herons, bottlenose dolphins, and migratory shorebirds.",National Preserve,17.779086,-64.755193,VI,National,TRUE,0
,San Antonio Missions National Historical Park,"This cultural landscape along the San Antonio River comprises four mission sites—Concepción, San José, EState Parkada, and San Juan Capistrano—linked by a historic river corridor in central Texas. Adobe churches, cloisters, and plaza arches anchor courtyards set within a riparian and mesquite woodland landscape along the river bottomlands. Together they tell the story of State Parkanish colonial mission life and the enduring cultural blending of Indigenous, Mexican, and Texan traditions.",National Historical Park,29.3126209,-98.428952,TX,National,TRUE,0
,San Francisco Maritime National Historical Park,"This waterfront park along San Francisco Bay preserves the West Coast’s maritime heritage, anchored by Hyde Street Pier and the adjacent Maritime Museum. Historic ships from the 19th and early 20th centuries are preserved and open for tours, with shipwright demonstrations and interpretive programs that bring seafaring life to visitors. The working harbor setting—complete with ferries, fishing boats, seabirds, and harbor seals—offers a window into San Francisco’s maritime trade, migration, and naval history.",National Historical Park,37.8100587,-122.42444,CA,National,TRUE,0
,San Juan Island National Historical Park,"This park preserves two historic camps—English Camp and American Camp—on San Juan Island, where the 1859 Pig War between the United States and Britain unfolded and a peaceful boundary was established. The units protect fortifications, trenches, blockhouses, officers' quarters, and scenic shoreline trails that invite exploration of 19th-century military life and island geography. Wildlife includes bald eagles, harbor seals, and orcas in nearby waters.",National Historical Park,48.5124193,-123.06103,WA,National,TRUE,0
,San Juan National Historic Site,"This historic Caribbean fortress complex sits in Old San Juan, Puerto Rico, guarding the approaches to San Juan Bay. The site preserves Fort San Felipe del Morro and Fort San Cristóbal along with the 16th- to 18th-century city walls and gates. Long cobblestone streets, pastel colonial buildings, and oceanfront bastions provide a dramatic setting that State Parkeaks to centuries of colonial defense and Caribbean culture.",National Historic Site,18.4687386,-66.118486,PR,National,FALSE,10
,Sand Creek Massacre National Historic Site,"Sand Creek Massacre National Historic Site sits on the eastern plains of Colorado and preserves the site of the 1864 Sand Creek Massacre and the surrounding prairie landscape along the Sand Creek watershed. It commemorates the Cheyenne and Arapaho people affected by the conflict, with interpretive diState Parklays, memorials, and a visitor contact station that tell the story and its enduring impact. A network of trails and overlooks provides a place for reflection on the events and the landscape where they occurred. Native wildlife of the plains, including pronghorn, mule deer, coyotes, and a variety of birds, can be observed in the surrounding grasslands and riparian areas.",National Historic Site,38.5641419,-102.51695,CO,National,TRUE,0
,Santa Fe National Trail,"This historic route across the American Southwest connected Missouri to Santa Fe, following the paths of traders, emigrants, and soldiers who helped shape a nation. The landscape along the trail State Parkans broad plains, river valleys, arid mesas, and dramatic canyons, with preserved wagon ruts, trading posts, and way stations that tell the story of westward expansion. Wildlife includes pronghorn, mule deer, coyotes, and golden eagles.",National Trail,37.7276522,-99.921969,"CO,KS,MO,NM,OK",National,TRUE,0
,Santa Monica Mountains National Recreation Area,"Stretching along the Southern California coast from Point Mugu to the Los Angeles basin, Santa Monica Mountains National Recreation Area protects a dramatic coastal–mountain landscape of ridges, canyons, and oak woodlands. The area features scenic drives and extensive backcountry hiking opportunities, with coastal cliffs and ridge-top views that reach to the Pacific Ocean. Wildlife includes mule deer, coyotes, bobcats, mountain lions, and hundreds of bird State Parkecies.",National Recreation Area,34.0977761,-118.77086,CA,National,TRUE,0
,Saratoga National Historical Park,"This landscape preserves the battlefield grounds where two crucial 1777 engagements shaped the outcome of the American Revolution. The park protects the Freeman's Farm and Bemis Heights areas with preserved earthworks, monuments, and a visitor center that tells the story of American forces, their French allies, and the soldiers who fought there. Rolling farmland, river bluffs, and woodland trails along the Hudson River offer scenic drives and backcountry hiking opportunities. Wildlife includes white-tailed deer, beavers, red-tailed hawks, and a variety of waterfowl. The park preserves a cornerstone of American history and offers ranger-led programs and battlefield interpretation.",National Historical Park,42.9952261,-73.633861,NY,National,TRUE,0
,Saugus Iron Works National Historic Site,"An early-industrial landscape along the Saugus River in Massachusetts, Saugus Iron Works National Historic Site preserves North America’s first integrated ironworks. The site features a 17th-century furnace ruins, a bloomery forge, and water-powered machinery, anchored by the ironmaster’s house and nearby workers’ quarters. Trails and exhibits interpret how colonial technology and daily life transformed ore into iron and helped launch American industry.",National Historic Site,42.4683066,-71.007695,MA,National,TRUE,0
,Scotts Bluff National Monument,"This dramatic sandstone bluff along the Oregon Trail in western Nebraska rises above the North Platte Valley. Scotts Bluff National Monument protects the iconic bluff and nearby ridges, offering scenic overlooks, short, rugged hikes to the summit, and a visitor center with interpretive exhibits about pioneer travel, geology, and local ecology. Wildlife includes pronghorn, mule deer, coyotes, prairie dogs, and a variety of birds.",National Monument,41.8346419,-103.70714,NE,National,TRUE,0
,Selma To Montgomery National Trail,"This historic corridor from Selma to Montgomery in central Alabama preserves the 54-mile route of the civil rights march and the landscape that framed a watershed moment in American history. Rolling farmland, bottomland hardwood forests along the Alabama River, and small towns define the route's scenery, offering riverine and rural habitats. Landmarks along the path—Edmund Pettus Bridge, Brown Chapel AME Church, and state capitol grounds—tell the Civil Rights story, while wildlife such as white-tailed deer, foxes, wild turkeys, and waterfowl share the region's river and wetland habitats.",National Trail,32.2708209,-86.728237,AL,National,TRUE,0
,Sequoia & Kings Canyon National Parks,"This region in the southern Sierra Nevada of California comprises Sequoia and Kings Canyon National Parks. It protects colossal giant sequoias— including General Sherman and General Grant— along with ancient forests, dramatic granite canyons, and high alpine peaks. Scenic byways and backcountry trails weave through old-growth groves, deep canyons, and alpine meadows. Wildlife includes American black bear, mule deer, Sierra Nevada bighorn sheep, and mountain lions. Habitats range from foothill oak woodlands and conifer forests to subalpine meadows and alpine tundra.",National Park,36.712773,-118.58743,CA,National,FALSE,35
,Shenandoah National Park,"A forested gateway to the Blue Ridge in Virginia, Shenandoah National Park protects nearly 200,000 acres of rolling mountains, cascading waterfalls, and ancient rock formations. Skyline Drive winds the length of the park, while more than 500 miles of trails, including a section of the Appalachian Trail, invite backcountry hiking and sweeping overlooks. The landscape features rhododendron-filled hollows, granite outcrops, and quiet backcountry; wildlife includes white-tailed deer, black bears, wild turkeys, and hundreds of bird State Parkecies.",National Park,38.4923664,-78.469077,VA,National,FALSE,30
,Shiloh National Military Park,"This Civil War battlefield preserves the 1862 clash along the Tennessee River, where forested ridges meet open fields, sunken roads, and extensive earthworks that tell the story of the fighting. Historic earthworks, the Shiloh National Cemetery, and miles of trails offer a window into the campaign and its aftermath. Wildlife includes white-tailed deer, wild turkeys, and a variety of songbirds that inhabit the river bottoms and timbered hillsides.",National Military Park,35.1385091,-88.342107,"TN,MS",National,TRUE,0
,Sitka National Historical Park,"Sitka National Historical Park sits on Baranof Island and along Indian River in Southeast Alaska. It preserves the Tlingit people’s cultural heritage and the early Russian contact era, featuring a collection of carved totem poles and short, accessible trails through coastal rainforest and tidal shorelines. Wildlife includes Sitka black-tailed deer, harbor seals, sea otters, bald eagles, and migrating humpback whales.",National Historical Park,57.0471817,-135.31569,AK,National,TRUE,0
,Sleeping Bear Dunes National Lakeshore,"Sleeping Bear Dunes National Lakeshore sits along Michigan's northwest shore of Lake Michigan, protecting a dramatic dune field, the Manitou Islands, and miles of forested shoreline. The landscape includes towering dunes, beaches, cedar and pine forests, and glacial bluffs overlooking Glen Lake and Lake Michigan. There are scenic drives and backcountry hiking opportunities, and wildlife includes white-tailed deer, red foxes, and a variety of waterfowl and shorebirds.",National Lakeshore,44.9284496,-86.027066,MI,National,FALSE,25
,State Parkringfield 1908 Race Riot National Monument,"An urban landscape of memory along the Sangamon River, this monument preserves the neighborhoods, streets, and civic State Parkaces where the 1908 State Parkringfield race riot unfolded. Museums, interpretive trails, and commemorative plazas tell the story of violence, resilience, and ongoing civil rights advocacy, with educational programs and community remembrance events.",National Monument,39.8027,-89.6422,IL,National,TRUE,0
,State Parkringfield Armory National Historic Site,"This historic site along the Connecticut River in the Pioneer Valley preserves the nation's first federal armory and a landmark of American industrial history. The restored workshop buildings and museum trace firearms design and production from the 18th through the 20th centuries, with guided and self-guided tours available. Artifacts include muskets, rifles, pistols, artillery, and the tools and records that document two centuries of arms manufacture.",National Historic Site,42.1086368,-72.579674,MA,National,TRUE,0
,Star-State Parkangled Banner National Trail,"Tracing the events that inState Parkired the writing of the national anthem, the Star-State Parkangled Banner National Historic Trail follows land and water routes associated with the War of 1812 in the Chesapeake Bay region. The trail connects sites in Maryland, Virginia, and the District of Columbia where American communities, soldiers, and civilians experienced British attacks and defenses, culminating in the bombardment of Fort McHenry that inState Parkired Francis Scott Key’s poem. Landscapes along the trail include tidal rivers, coastal wetlands, historic ports, farmland, and urban waterfronts that reflect the region’s maritime heritage. Wildlife typical of the Chesapeake Bay ecosystem—such as bald eagles, oState Parkreys, waterfowl, blue crabs, and striped bass—inhabits these waters and shorelines, while visitors can explore the trail through boating, paddling, driving, and walking routes that blend natural scenery with pivotal moments in American history.",National Trail,39.2872505,-76.603432,"MD,VA,DC",National,TRUE,0
,Statue Of Liberty National Monument,"This region State Parkans Liberty Island and Ellis Island in New York Harbor. It features the iconic Statue of Liberty atop a pedestal on Liberty Island, with the Ellis Island Immigration Museum preserving the immigrant story. Visitors reach the islands by ferry for sweeping views of the New York City skyline and harbor and to explore museum exhibits and historic structures.",National Monument,40.6898,-74.0451,NY,National,TRUE,0
,Ste. Genevieve National Historical Park,"This park preserves a Mississippi River town whose streets and houses tell the story of French colonial settlement in Missouri. Ste. Genevieve National Historical Park protects a cluster of 18th- and 19th-century houses within a compact historic district, offering visitors a window into frontier life, trades, and cultural exchange. The landscape centers on historic architecture and riverfront sites rather than backcountry scenery, with guided tours and self-guided explorations that bring early American history to life.",National Historical Park,37.9792171,-90.043216,MO,National,TRUE,0
,Steamtown National Historic Site,"This place that celebrates the era of steam preserves a working collection of locomotives, railroad cars, and the historic DL&W yards in Scranton, Pennsylvania. Besides the restored roundhouse and turntable, visitors can explore the museum, view artifacts on railroad technology, and enjoy guided tours and occasional steam demonstrations that bring the railroad heritage to life.",National Historic Site,41.4075752,-75.670373,PA,National,TRUE,0
,Stones National River National Military Park,"This battlefield in central Tennessee preserves the pivotal Battle of Stones River near MurfreeState Beachoro. The park centers on the Stones River battlefield, the National Cemetery, and surrounding historic landscapes, with a visitor center, interpretive trails, and self-guided driving tours. Wildlife includes white-tailed deer, wild turkey, and a variety of birds.",National Military Park,35.8760865,-86.430784,TN,National,TRUE,0
,Stonewall National Monument,"This urban landmark in New York City's Greenwich Village commemorates the birthplace of the modern LGBTQ rights movement. Stonewall National Monument centers on the Stonewall Inn block and nearby Christopher Park, with surrounding streets that preserve a living history of protest, community, and celebration. The area is a vibrant cultural landscape, home to ongoing activism, LGBTQ history, and enduring community memory.",National Monument,40.7337799,-74.000687,NY,National,TRUE,0
,Sunset Crater Volcano National Monument,"This region in north-central Arizona centers on Sunset Crater Volcano and the surrounding lava field, a landscape shaped by a relatively recent eruption. The monument preserves the volcanic cone, extensive cinder fields, and rugged terrain that reveal the area’s fiery past. Pinyon‑juniper woodlands and ponderosa pine forests rise above desert scrub, with scenic overlooks and backcountry trails inviting exploration. Wildlife includes mule deer, coyotes, jackrabbits, lizards, and a variety of birds. There are scenic drives and backcountry hiking opportunities to experience the stark beauty of a living volcanic landscape.",National Monument,35.3711432,-111.51038,AZ,National,FALSE,25
,Tallgrass Prairie National Preserve,"Tallgrass Prairie National Preserve sits in the Flint Hills of central Kansas, protecting one of North America’s last tallgrass prairies. A partnership between the National Park Service and The Nature Conservancy maintains rolling, fire-driven prairies, prairie streams, and historic ranching landscapes, with backcountry hiking opportunities and a scenic prairie drive. Wildlife includes bison, pronghorn, white-tailed deer, coyotes, and a diverse array of grassland birds.",National Preserve,38.4402361,-96.567082,KS,National,TRUE,0
,Thaddeus Kosciuszko National Memorial,"This compact urban memorial sits in Philadelphia, Pennsylvania, as a unit of Independence National Historical Park. It preserves the small brick townhouse where Thaddeus Kosciuszko lived during his American years, with restored rooms and exhibits highlighting his contributions as a military engineer and patriot.",National Memorial,39.9434531,-75.14732,PA,National,TRUE,0
,The White House and President's Park,"This urban sanctuary sits at the very heart of Washington, D.C., surrounding the presidential residence. The White House and President's Park includes the White House grounds, Lafayette Square, and the Ellipse, with formal gardens, statues, and tree-lined avenues that host ceremonies and provide a living link to American history. Public access is limited, with guided tours by arrangement and the grounds serving as a working landscape and stage for national events.",National Park,38.8954189,-77.036541,DC,National,TRUE,0
,Theodore Roosevelt Birthplace National Historic Site,"This historic site preserves Theodore Roosevelt's birthplace and childhood home in New York City. The house features a carefully restored 19th-century interior with period furnishings that illuminate Roosevelt's early life, family, and influences. Visitors can take guided tours and explore exhibits that connect Roosevelt's urban upbringing to his later presidency and conservation legacy.",National Historic Site,40.7386469,-73.989037,NY,National,TRUE,0
,Theodore Roosevelt Inaugural National Historic Site,"This Theodore Roosevelt Inaugural National Historic Site in Buffalo, New York preserves the former home where Roosevelt lived and the rooms where his 1901 inauguration took place. The preserved interiors include Roosevelt's study and the formal drawing room, with period furnishings and guided tours that bring the early 20th century to life. Exhibits explore Roosevelt's rise to the presidency, his bold reform agenda, and his enduring legacy in conservation and progressive leadership.",National Historic Site,42.9014678,-78.872484,NY,National,TRUE,0
,Theodore Roosevelt Island,"This quiet island in the Potomac River honors Theodore Roosevelt and preserves the landscapes that shaped his conservation legacy. A memorial sits amid wooded uplands and tidal wetlands, connected by trails and boardwalks that offer quiet river views and opportunities for reflection. Wildlife includes white-tailed deer, beavers, river otters, foxes, and a diverse array of migratory and resident birds.",National Park,38.8958416,-77.062419,DC,National,TRUE,0
,Theodore Roosevelt National Park,"This region that enticed and influenced President Theodore Roosevelt consists of a national park with two units in the badlands of western North Dakota. Besides Roosevelt's historic Maltese Cross Cabin, there are numerous scenic drives and backcountry hiking opportunities. Wildlife includes American bison, pronghorn, bighorn sheep, and wild horses.",National Park,47.1777727,-103.43001,ND,National,FALSE,30
,Thomas Cole National Historic Site,"Situated along the Hudson River in the Catskill Mountains of New York, the Thomas Cole National Historic Site preserves Cedar Grove, the home and studio of Thomas Cole, founder of the Hudson River School of landscape painting. The site reflects the birthplace of a distinctly American art movement that celebrated dramatic scenery, wilderness, and the relationship between nature and national identity. Rolling lawns, river views, and surrounding mountains mirror the landscapes that inState Parkired Cole and later artists. The historic house, studio, and grounds offer insight into 19th-century artistic life while highlighting the natural beauty of the Hudson River Valley that shaped early American landscape art.",National Historic Site,42.2257061,-73.861549,NY,National,FALSE,
,Thomas Edison National Historical Park,"This national historic park preserves Thomas Edison’s laboratory complex in West Orange, New Jersey, and the Glenmont estate where he and his family lived. Visitors can tour the original laboratories, workshops, and the Edison home, with exhibits on the phonograph, electric light, motion pictures, and other groundbreaking inventions, along with the estate’s historic gardens.",National Historical Park,40.785499,-74.238211,NJ,National,FALSE,10
,Thomas Jefferson Memorial,"This corridor of the Blue Ridge enticed and influenced Thomas Jefferson. Shenandoah National Park preserves rolling hardwood slopes, cascading waterfalls, and expansive views along the Appalachian crest. Besides Skyline Drive, there are numerous hiking trails and backcountry opportunities through old-growth forests and along rushing streams. Wildlife includes black bears, white-tailed deer, wild turkeys, and a chorus of songbirds.",National Memorial,38.8810143,-77.036326,DC,National,TRUE,0
,Thomas Stone National Historic Site,"Thomas Stone National Historic Site preserves the colonial home of Thomas Stone, a signer of the Declaration of Independence, in Port Tobacco, Maryland. The site centers on the Thomas Stone House and a small 18th‑century farmstead, with restored rooms, period outbuildings, and tranquil fields along the nearby river. The surrounding landscape reflects 18th‑century Maryland plantation life, with woodlands, farmland, and riparian habitats that illuminate Stone’s life and the era.",National Historic Site,38.5293444,-77.037813,MD,National,TRUE,0
